SIGN ID,LOCATION DESCRIPTION,LIMIT,LATITUDE,LONGITUDE
8781,WESTBOURNE DRIVE,40,-37.89389,144.627293
13853,WESTBOURNE GROVE,40,-37.774027,144.995464
8078,WESTBOURNE STREET,40,-37.759637,144.952158
13851,WESTBOURNE GROVE,40,-37.774165,144.996584
25171,WESTBROOK STREET,40,-35.802984,144.216428
1472,WESTBURY STREET,50,-37.860834,144.996956
1469,WESTBURY STREET,40,-37.858851,144.997329
75361,WESTBURY CLOSE,40,-37.869254,144.995423
75308,WESTBURY STREET,40,-37.866213,144.995972
58963,WESTCLIFFS AVENUE,60,-34.309832,142.17516
70426,WESTCLIFFS AVENUE,60,-34.309713,142.177024
70427,WESTCLIFFS AVENUE,50,-34.309223,142.179669
27665,WESTCOTT AVENUE,40,-36.631889,142.626431
12970,WESTERN AVENUE,60,-37.681466,144.873647
25159,WESTERN ROAD,60,-35.809481,144.210513
25268,WESTERN ROAD,60,-35.808727,144.209907
25257,WESTERN ROAD,50,-35.803247,144.210233
43635,WESTERN HIGHWAY,60,-37.36642,143.172697
69710,WESTERN HIGHWAY,40,-36.379628,141.245972
115361,WESTERN ,50,-37.280121,142.926279
34338,WESTERN VIEW ROAD,80,-37.143781,142.850976
12520,WESTFIELD DRIVE,50,-37.716043,144.877655
12519,WESTFIELD DRIVE,50,-37.714101,144.883015
12518,WESTFIELD DRIVE,50,-37.713283,144.884476
77807,WESTGARTH STREET,40,-37.794705,144.978806
77826,WESTGARTH STREET,40,-37.795316,144.984626
37271,WESTGATE ROAD,50,-37.603511,143.76763
6728,WESTMELTON DRIVE,40,-37.6778,144.568934
6716,WESTMELTON DRIVE,40,-37.677198,144.565213
6713,WESTMELTON DRIVE,40,-37.676928,144.564512
6711,WESTMELTON DRIVE,60,-37.675963,144.560885
6707,WESTMELTON DRIVE,60,-37.675705,144.558881
6708,WESTMELTON DRIVE,60,-37.675294,144.556106
6700,WESTMELTON DRIVE,60,-37.674639,144.553003
11924,WESTMORELAND ROAD,50,-37.773831,144.835282
11926,WESTMORELAND ROAD,40,-37.772399,144.835531
11929,WESTMORELAND ROAD,40,-37.770969,144.835779
11931,WESTMORELAND ROAD,40,-37.769642,144.836015
11934,WESTMORELAND ROAD,40,-37.767125,144.836421
16985,WESTMORLAND CRESCENT,50,-36.402178,145.409249
8734,WESTS ROAD,100,-37.94382,144.601621
8736,WESTS ROAD,80,-37.943049,144.598115
8732,WESTS ROAD,100,-37.942176,144.604613
8730,WESTS ROAD,80,-37.927088,144.629272
6366,WESTWOOD DRIVE,60,-37.753616,144.75289
67116,WESTWOOD DRIVE,50,-37.835077,145.301464
6992,WESTWOOD DRIVE,60,-37.770035,144.7559
6989,WESTWOOD DRIVE,60,-37.765835,144.752467
6988,WESTWOOD DRIVE,60,-37.76334,144.75336
6362,WESTWOOD DRIVE,60,-37.761084,144.754942
6365,WESTWOOD DRIVE,60,-37.757017,144.755366
6369,WESTWOOD DRIVE,60,-37.751849,144.751188
82905,WESTWOOD DRIVE,60,-37.734097,144.749032
82906,WESTWOOD DRIVE,60,-37.733201,144.749184
82907,WESTWOOD DRIVE,60,-37.731426,144.749459
82908,WESTWOOD DRIVE,60,-37.729584,144.749745
82909,WESTWOOD DRIVE,60,-37.728672,144.749887
82910,WESTWOOD DRIVE,60,-37.725969,144.750301
6371,WESTWOOD DRIVE,60,-37.750355,144.749797
39052,WEXFORD COURT,40,-38.072205,144.3504
56642,WEYBRIDGE STREET,50,-37.817947,145.092787
56644,WEYBRIDGE STREET,40,-37.81759,145.089787
56645,WEYBRIDGE STREET,40,-37.817688,145.090614
54400,WHALLEY DRIVE,40,-37.915626,145.189942
54403,WHALLEY DRIVE,40,-37.916466,145.189696
54404,WHALLEY DRIVE,50,-37.918068,145.18941
69986,WHARPARILLA DRIVE,70,-36.112136,144.715421
39822,WHEAT COURT,50,-38.015799,144.40887
52615,WHEATLEY ROAD,40,-37.904645,145.034634
61971,WHEATLEY ROAD,40,-37.907375,145.034175
61973,WHEATLEY ROAD,40,-37.905167,145.034538
29614,WHEELER STREET,40,-37.077534,144.217427
27586,WHEELER STREET,50,-36.610223,143.249644
27505,WHEELER STREET,40,-36.607519,143.250028
51578,WHEELER STREET,60,-36.372294,145.419657
51579,WHEELER STREET,60,-36.377225,145.41967
96543,WHELANS ROAD,80,-37.703698,144.472582
96544,WHELANS ROAD,80,-37.702779,144.472744
41050,WHITCOMBES ROAD,60,-38.159333,144.579577
41049,WHITCOMBES ROAD,60,-38.158693,144.574252
2202,WHITE ROAD,40,-38.597933,145.599943
2209,WHITE ROAD,40,-38.597409,145.59886
17828,WHITE STREET,50,-38.240325,146.400978
17818,WHITE STREET,40,-38.238865,146.401345
13947,WHITE STREET,40,-37.77559,144.981325
34576,WHITE AVENUE,50,-37.747181,142.034364
44843,WHITE STREET,40,-37.590007,141.391024
26531,WHITE AVENUE,40,-37.355954,144.743993
26526,WHITE AVENUE,50,-37.355966,144.748384
26529,WHITE AVENUE,40,-37.355962,144.744699
15668,WHITE STREET,40,-36.371932,146.320194
68638,WHITE STREET,40,-36.37155,146.317309
37811,WHITE STREET,50,-38.177949,144.326848
24433,WHITE STREET,50,-37.307861,144.951491
24434,WHITE STREET,50,-37.305819,144.951867
24436,WHITE STREET,50,-37.302434,144.952491
24515,WHITE STREET,40,-37.204976,145.038587
24315,WHITE STREET,40,-37.203919,145.037667
57804,WHITE POST ROAD,60,-36.432178,146.543124
57806,WHITE POST ROAD,80,-36.42839,146.543862
69303,WHITE POST ROAD,60,-36.431134,146.543328
23825,WHITE SWAN ROAD,80,-37.52735,143.874097
23824,WHITE SWAN ROAD,80,-37.526002,143.883092
61675,WHITEHAVEN CRESCENT,50,-37.941863,145.192833
24283,WHITEHEAD AVENUE,40,-36.33223,141.656606
24282,WHITEHEAD AVENUE,40,-36.331856,141.655911
64390,WHITEHEAD GROVE,40,-38.36713,144.885817
40949,WHITEHORSE ROAD,80,-38.175599,144.43907
40948,WHITEHORSE ROAD,80,-38.172939,144.439613
56303,WHITEHORSE ROAD,40,-37.816248,145.205043
56304,WHITEHORSE ROAD,40,-37.816268,145.205322
56307,WHITEHORSE ROAD,50,-37.816814,145.211201
56453,WHITEHORSE ROAD,50,-37.818281,145.177077
56454,WHITEHORSE ROAD,50,-37.81712,145.186838
56540,WHITEHORSE ROAD,40,-37.818553,145.129337
67748,WHITEHORSE ROAD,50,-37.816592,145.208474
68191,WHITEHORSE ROAD,40,-37.818355,145.127676
68200,WHITEHORSE ROAD,40,-37.818824,145.131338
68204,WHITEHORSE ROAD,40,-37.818904,145.13227
68207,WHITEHORSE ROAD,40,-37.819062,145.133652
68210,WHITEHORSE ROAD,40,-37.819249,145.135236
68213,WHITEHORSE ROAD,40,-37.81938,145.136315
10241,WHITELAW STREET,40,-37.712522,145.018746
37023,WHITELAW AVENUE,60,-37.580465,143.825088
37021,WHITELAW AVENUE,60,-37.579899,143.82055
37020,WHITELAW AVENUE,60,-37.579287,143.815311
37017,WHITELAW AVENUE,60,-37.579096,143.813746
37016,WHITELAW AVENUE,60,-37.578688,143.810449
20589,WHITELAWS TRACK,60,-38.518262,146.646062
20592,WHITELAWS TRACK,80,-38.517902,146.643228
600,WHITEMAN STREET,50,-37.824965,144.957487
43121,WHITES ROAD,60,-38.3686,142.516751
43120,WHITES ROAD,60,-38.368227,142.513037
43117,WHITES ROAD,60,-38.367608,142.506675
43116,WHITES ROAD,60,-38.367191,142.502722
43114,WHITES ROAD,60,-38.366768,142.498889
9156,WHITES ROAD,60,-37.952901,144.695527
9157,WHITES ROAD,60,-37.952841,144.69497
9158,WHITES ROAD,80,-37.952288,144.689834
51244,WHITES LANE,50,-37.896878,145.169172
54385,WHITES LANE,40,-37.896497,145.165991
65255,WHITES LANE,40,-37.900265,145.176246
65284,WHITES LANE,40,-37.900026,145.177494
55011,WHITES ROAD,80,-37.953306,144.699293
51895,WHITESIDE ROAD,60,-37.938708,145.12262
60831,WHITESIDE ROAD,60,-37.938141,145.118128
73294,WHITTAKER AVENUE,40,-37.852598,144.775521
19771,WHITTAKERS ROAD,60,-38.198536,146.543101
55454,WHITTENOOM STREET,50,-37.795639,145.161286
9539,WHITTY STREET,40,-37.788716,144.835435
21285,WHOROULY ROAD,100,-36.509632,146.587508
21288,WHOROULY ROAD,60,-36.507658,146.588
21290,WHOROULY ROAD,60,-36.504431,146.588834
21292,WHOROULY ROAD,60,-36.50289,146.589243
21294,WHOROULY ROAD,80,-36.499761,146.590044
21296,WHOROULY ROAD,80,-36.49129,146.589718
21297,WHOROULY ROAD,80,-36.490009,146.581691
21301,WHOROULY ROAD,80,-36.486576,146.565142
21300,WHOROULY ROAD,80,-36.486483,146.573316
21304,WHOROULY ROAD,80,-36.486278,146.557102
21305,WHOROULY ROAD,80,-36.486154,146.553756
21308,WHOROULY ROAD,80,-36.486028,146.550381
21316,WHOROULY-BOWMANS ROAD,100,-36.504388,146.592207
21319,WHOROULY-BOWMANS ROAD,60,-36.503211,146.603087
69621,WHYTES ROAD,70,-36.156064,146.954085
69623,WHYTES ROAD,70,-36.153535,146.951611
69625,WHYTES ROAD,70,-36.150373,146.948506
53086,WICKHAM ROAD,60,-37.943418,145.028211
53087,WICKHAM ROAD,60,-37.943104,145.02554
62823,WICKHAM ROAD,60,-37.943827,145.031681
62827,WICKHAM ROAD,60,-37.942835,145.023257
62828,WICKHAM ROAD,60,-37.944048,145.033532
62829,WICKHAM ROAD,60,-37.944301,145.03566
8981,WICKHAM STREET,40,-37.708523,144.570132
55831,WICKHAMS ROAD,80,-37.786257,145.56493
55803,WICKHAMS ROAD,60,-37.785644,145.560056
52668,WICKLOW STREET,40,-38.109645,145.14593
62078,WICKLOW STREET,40,-38.110984,145.14568
53100,WIDDOP CRESCENT,40,-37.940235,145.029408
10132,WIDFORD STREET,60,-37.700771,144.92403
10126,WIDFORD STREET,40,-37.705372,144.923047
10130,WIDFORD STREET,40,-37.701707,144.923829
10134,WIDFORD STREET,60,-37.696901,144.924783
10137,WIDFORD STREET,60,-37.69498,144.92516
13043,WIDFORD STREET,60,-37.692119,144.925609
13044,WIDFORD STREET,60,-37.686635,144.926757
28035,WIEGARDS ROAD,70,-36.803817,144.167738
28149,WIEGARDS ROAD,70,-36.803414,144.164561
28148,WIEGARDS ROAD,40,-36.802972,144.161075
28017,WIEGARDS ROAD,40,-36.802894,144.160461
28147,WIEGARDS ROAD,70,-36.802864,144.160223
66824,WILANA STREET,40,-37.816092,145.232786
66825,WILANA STREET,40,-37.81787,145.232805
18457,WILD DOG VALLEY ROAD,60,-38.466088,145.950179
18458,WILD DOG VALLEY ROAD,80,-38.463536,145.949751
6915,WILEMAN ROAD,80,-37.569288,144.68354
14118,WILFRED ROAD,40,-37.773485,145.058437
14117,WILFRED ROAD,40,-37.77427,145.056723
29501,WILKIE STREET,50,-37.085109,144.210019
28493,WILKIE ROAD,80,-36.773902,144.360005
53835,WILKINSON STREET,50,-38.369458,144.85638
64385,WILKINSON STREET,40,-38.368778,144.859491
29876,WILKINSON STREET,40,-37.002379,144.255989
43586,WILLAURA STOCK ROUTE ,50,-37.545843,142.739608
43588,WILLAURA STOCK ROUTE ,40,-37.543559,142.736757
43578,WILLAURA-WICKLIFFE ROAD,100,-37.555247,142.738236
43568,WILLAURA-WICKLIFFE ROAD,100,-37.539471,142.745614
51069,WILLESDEN ROAD,40,-37.896189,145.082115
52421,WILLESDEN ROAD,50,-37.89694,145.083801
10107,WILLETT AVENUE,40,-37.715536,144.913698
10104,WILLETT AVENUE,40,-37.715447,144.914724
10102,WILLETT AVENUE,40,-37.715359,144.915742
10101,WILLETT AVENUE,50,-37.715294,144.9165
11922,WILLEY STREET,40,-37.770504,144.834952
10071,WILLIAM STREET,40,-37.706646,144.907717
16079,WILLIAM STREET,40,-35.91761,145.650767
34898,WILLIAM STREET,50,-38.386917,142.231188
34900,WILLIAM STREET,40,-38.385205,142.231442
38472,WILLIAM STREET,50,-38.147858,144.337773
35157,WILLIAM STREET,40,-37.954455,143.340479
35158,WILLIAM STREET,60,-37.954015,143.338315
9985,WILLIAM STREET,40,-37.841789,144.879055
795,WILLIAM STREET,40,-37.828392,144.997207
7557,WILLIAM STREET,40,-37.735949,144.802821
10076,WILLIAM STREET,40,-37.710536,144.910025
10078,WILLIAM STREET,40,-37.709798,144.909529
10080,WILLIAM STREET,40,-37.709283,144.909182
10082,WILLIAM STREET,40,-37.708782,144.908845
10083,WILLIAM STREET,50,-37.708229,144.908473
10187,WILLIAM STREET,40,-37.702427,145.094775
10185,WILLIAM STREET,40,-37.70167,145.094899
10324,WILLIAM STREET,40,-37.695923,144.96882
45593,WILLIAM STREET,40,-36.334489,141.660523
16070,WILLIAM STREET,40,-35.92582,145.6508
16072,WILLIAM STREET,50,-35.922844,145.650805
52528,WILLIAM AVENUE,40,-37.996765,145.212722
61874,WILLIAM AVENUE,40,-37.998949,145.212311
62137,WILLIAM ROAD,50,-38.09903,145.184279
62138,WILLIAM ROAD,50,-38.09771,145.180248
52188,WILLIAM STREET,50,-38.197581,145.482958
54527,WILLIAM STREET,40,-37.821576,145.039992
56207,WILLIAM STREET,40,-37.758109,145.345408
65422,WILLIAM STREET,40,-37.822947,145.039738
75360,WILLIAM STREET,40,-37.869184,144.994329
92769,WILLIAM STREET,40,-37.818812,144.959648
92958,WILLIAM STREET,40,-37.812078,144.956591
92959,WILLIAM STREET,40,-37.812929,144.956972
92960,WILLIAM STREET,40,-37.81399,144.957447
92961,WILLIAM STREET,40,-37.814889,144.95785
92962,WILLIAM STREET,40,-37.815967,144.958339
92963,WILLIAM STREET,40,-37.816868,144.958754
92964,WILLIAM STREET,40,-37.81791,144.959233
51571,WILLIAM STREET,50,-35.926777,145.65079
66253,WILLIAM STREET,50,-37.746762,144.909296
84349,WILLIAM STREET,60,-37.40662,144.979173
8850,WILLIAM ANGLISS DRIVE,60,-37.823227,144.779445
8852,WILLIAM ANGLISS DRIVE,60,-37.822545,144.772214
8857,WILLIAM ANGLISS DRIVE,60,-37.816776,144.778966
8856,WILLIAM ANGLISS DRIVE,60,-37.816554,144.775938
8859,WILLIAM ANGLISS DRIVE,60,-37.814029,144.78226
63612,WILLIAM HOVELL DRIVE,40,-37.980772,145.256626
53464,WILLIAM HOVELL DRIVE,50,-37.981411,145.260081
18610,WILLIAMS AVENUE,40,-38.315163,146.41619
21986,WILLIAMS PARADE,70,-37.817045,147.609967
28304,WILLIAMS ROAD,60,-36.718473,144.228112
28307,WILLIAMS ROAD,60,-36.715344,144.224197
28308,WILLIAMS ROAD,80,-36.70924,144.216257
28311,WILLIAMS ROAD,60,-36.706216,144.208468
17313,WILLIAMS STREET,40,-36.55309,146.72423
15572,WILLIAMS ROAD,40,-36.34709,146.306285
15570,WILLIAMS ROAD,40,-36.346807,146.303948
15568,WILLIAMS ROAD,40,-36.346583,146.301971
15565,WILLIAMS ROAD,40,-36.346175,146.298742
15563,WILLIAMS ROAD,60,-36.345686,146.294674
25537,WILLIAMS STREET,40,-35.46461,143.632761
31834,WILLIAMS STREET,40,-35.063931,142.317505
67914,WILLIAMS ROAD,40,-37.810843,145.151585
67915,WILLIAMS ROAD,50,-37.813373,145.150745
53438,WILLIAMS ROAD,40,-38.172664,145.090113
61860,WILLIAMS ROAD,60,-38.014705,145.221911
11851,WILLIAMSON ROAD,60,-37.775147,144.882063
30162,WILLIAMSON STREET,60,-36.763951,144.286242
55079,WILLIAMSONS ROAD,40,-37.644014,145.087915
62857,WILLIS STREET,50,-37.936631,145.003564
62858,WILLIS STREET,50,-37.936967,145.006264
62859,WILLIS STREET,50,-37.937252,145.009051
90860,WILLIS STREET,40,-37.82962,144.997395
52062,WILLOBY AVENUE,40,-37.863373,145.053552
60988,WILLOBY AVENUE,40,-37.865384,145.053171
23650,WILLONG STREET,40,-36.21622,147.174197
23649,WILLONG STREET,40,-36.215724,147.174913
37066,WILLOW GROVE,40,-37.524958,143.824271
51672,WILLOW ROAD,40,-37.895465,145.303415
51673,WILLOW ROAD,50,-37.896755,145.302286
60581,WILLOW ROAD,40,-37.894932,145.30385
61362,WILLOW STREET,50,-37.877628,144.999827
68172,WILLOW STREET,50,-37.808299,145.116795
30546,WILLOWBANK ROAD,40,-37.49931,144.584688
30598,WILLOWBANK ROAD,40,-37.499238,144.584048
30600,WILLOWBANK ROAD,60,-37.499225,144.583927
24463,WILLOWMAVIN ROAD,80,-37.280672,144.943949
26576,WILLOWMAVIN ROAD,60,-37.259505,144.886668
17745,WILLS STREET,40,-38.168914,145.925024
40954,WILLS CRESCENT,40,-38.168855,144.422577
17747,WILLS STREET,70,-38.168511,145.921706
65213,WILLS AVENUE,50,-37.878927,145.137822
70971,WILLS CRESCENT,50,-38.170828,144.427118
52055,WILLS STREET,50,-37.858922,145.058288
68310,WILLSMERE ROAD,50,-37.7947,145.036708
56580,WILLSMERE ROAD,60,-37.798879,145.030831
7517,WILLYS AVENUE,40,-37.717013,144.791566
7519,WILLYS AVENUE,40,-37.716172,144.793266
16946,WILMOT ROAD,60,-36.398604,145.408899
16947,WILMOT ROAD,40,-36.398113,145.40524
16950,WILMOT ROAD,40,-36.397884,145.403517
16952,WILMOT ROAD,60,-36.397639,145.401633
68776,WILMOT ROAD,60,-36.396993,145.396753
8175,WILNA STREET,40,-37.731111,144.93648
8176,WILNA STREET,40,-37.729895,144.936684
52305,WILONA WAY,40,-38.045152,145.352056
43346,WILSON STREET,60,-38.345545,143.592474
43344,WILSON STREET,40,-38.345257,143.589937
43341,WILSON STREET,40,-38.344951,143.587283
43340,WILSON STREET,50,-38.344794,143.585904
43253,WILSON STREET,50,-38.343388,143.573733
43252,WILSON STREET,40,-38.343074,143.571003
43250,WILSON STREET,40,-38.342872,143.56925
36021,WILSON STREET,50,-38.239942,143.146698
7805,WILSON STREET,40,-37.782239,144.966934
12020,WILSON STREET,50,-37.763264,144.931483
8125,WILSON STREET,40,-37.739464,144.966529
8967,WILSON ROAD,40,-37.709206,144.573572
8982,WILSON ROAD,40,-37.70877,144.569932
8984,WILSON ROAD,40,-37.708705,144.569392
8989,WILSON ROAD,60,-37.7084,144.566851
8991,WILSON ROAD,60,-37.708164,144.564869
10281,WILSON BOULEVARD,50,-37.704105,144.994155
10286,WILSON BOULEVARD,40,-37.700039,144.993393
22898,WILSON STREET,40,-37.569355,149.1525
28353,WILSON STREET,40,-36.708313,144.237709
15679,WILSON ROAD,60,-36.361686,146.335471
15678,WILSON ROAD,60,-36.35886,146.333077
15673,WILSON ROAD,50,-36.35558,146.330229
25815,WILSON ROAD,80,-36.240029,144.942542
23306,WILSON STREET,40,-36.132112,146.892495
25505,WILSON STREET,60,-35.557641,143.725358
25506,WILSON STREET,80,-35.555002,143.72536
58431,WILSON ROAD,100,-36.24002,144.953617
55175,WILSON STREET,50,-37.762947,144.928663
69549,WILSON STREET,40,-36.131428,146.887313
53050,WILSON STREET,40,-37.9658,145.060825
53051,WILSON STREET,40,-37.964993,145.060979
53052,WILSON STREET,40,-37.964201,145.061129
53367,WILSON STREET,40,-37.989972,145.219976
63336,WILSON STREET,50,-37.990483,145.219108
62763,WILSON STREET,40,-37.963654,145.06084
82633,WILSON STREET,40,-38.238193,143.143865
62546,WILSON STREET,40,-37.912645,145.001149
36019,WILSON STREET,40,-38.238622,143.144561
39398,WILSONS ROAD,60,-38.196194,144.386706
39400,WILSONS ROAD,60,-38.19304,144.387255
39402,WILSONS ROAD,60,-38.190201,144.387803
39405,WILSONS ROAD,60,-38.184799,144.388791
39406,WILSONS ROAD,60,-38.181539,144.389391
39556,WILSONS ROAD,60,-38.174599,144.390689
39555,WILSONS ROAD,60,-38.171214,144.391318
39552,WILSONS ROAD,60,-38.167452,144.39205
39550,WILSONS ROAD,40,-38.163517,144.392789
39548,WILSONS ROAD,40,-38.162927,144.392897
6870,WILSONS LANE,50,-37.582619,144.692789
6917,WILSONS LANE,50,-37.576112,144.69383
66406,WILSONS LANE,40,-37.755015,145.335763
66407,WILSONS LANE,50,-37.755546,145.340064
78707,WILSONS ROAD,80,-38.331458,141.568577
78709,WILSONS ROAD,80,-38.331506,141.572008
78710,WILSONS ROAD,80,-38.331739,141.586811
78711,WILSONS ROAD,80,-38.331709,141.585682
78712,WILSONS ROAD,80,-38.331638,141.582233
78714,WILSONS ROAD,80,-38.33157,141.576993
64604,WILSONS ROAD,60,-38.224209,145.032827
64605,WILSONS ROAD,60,-38.228797,145.036743
39547,WILSONS ROAD,60,-38.162577,144.392958
39605,WILTON AVENUE,40,-38.16728,144.391757
11979,WILTSHIRE STREET,40,-37.775413,144.847494
11962,WILTSHIRE STREET,40,-37.774808,144.840818
11964,WILTSHIRE STREET,50,-37.774788,144.841405
26379,WIMBLE STREET,60,-37.02536,145.150369
45518,WIMMERA STREET,80,-36.457429,142.022994
45562,WIMMERA STREET,50,-36.454523,142.029995
45565,WIMMERA STREET,40,-36.453972,142.031285
56562,WIMMERA STREET,50,-37.806755,145.126404
68300,WINDELLA AVENUE,40,-37.797296,145.049972
68293,WINDELLA AVENUE,50,-37.79444,145.050516
68304,WINDELLA AVENUE,40,-37.796264,145.050169
39789,WINDERMERE ROAD,80,-38.01083,144.417861
39791,WINDERMERE ROAD,80,-38.009235,144.403527
39792,WINDERMERE ROAD,80,-38.00882,144.399791
39869,WINDERMERE ROAD,80,-38.007773,144.390419
39873,WINDERMERE ROAD,80,-38.006579,144.379753
39874,WINDERMERE ROAD,80,-38.006174,144.376277
55499,WINDERMERE AVENUE,40,-37.781884,145.160075
62502,WINDERMERE CRESCENT,40,-37.921898,144.994529
62507,WINDERMERE CRESCENT,50,-37.922929,144.998307
69724,WINDHAM STREET,50,-37.416348,144.982088
43982,WINDLE STREET,50,-37.602414,144.233358
43984,WINDLE STREET,40,-37.600824,144.233361
38761,WINDMILL STREET,40,-38.152854,144.326596
12741,WINDROCK AVENUE,50,-37.581426,144.923559
55218,WINDROCK AVENUE,40,-37.579668,144.926453
12727,WINDROCK AVENUE,50,-37.575835,144.931834
12725,WINDROCK AVENUE,40,-37.574455,144.932914
7001,WINDSOR BOULEVARD,50,-37.787711,144.754684
34703,WINDSOR DRIVE,50,-37.730549,142.032972
39309,WINGARRA DRIVE,40,-38.211495,144.326725
55149,WINGFIELD STREET,40,-37.801283,144.906267
14149,WINGROVE STREET,50,-37.778933,145.023099
14148,WINGROVE STREET,40,-37.778664,145.020068
45591,WINIAM EAST ROAD,100,-36.339101,141.678383
7586,WINIFRED STREET,40,-37.737914,144.797046
68023,WINIFRED STREET,50,-37.807536,145.170094
102285,WINIFRED ,40,-37.768308,144.986018
102284,WINIFRED ,40,-37.767938,144.986088
14004,WINSTON ROAD,50,-37.735213,145.090801
14003,WINSTON ROAD,40,-37.73306,145.091204
13419,WINTER CRESCENT,40,-37.719642,145.028419
37658,WINTER STREET,60,-37.658168,143.878732
24925,WINTER ROAD,40,-36.398712,144.972894
24933,WINTER ROAD,80,-36.39863,144.968254
24931,WINTER ROAD,80,-36.398631,144.96926
24930,WINTER ROAD,60,-36.398634,144.970044
24927,WINTER ROAD,40,-36.398687,144.971987
24922,WINTER ROAD,60,-36.398764,144.975864
25149,WINTER ROAD,80,-36.398771,144.985123
25147,WINTER ROAD,100,-36.398725,144.988643
102631,WINTER Road,80,-36.421259,145.204262
102632,WINTER Road,80,-36.42214,145.204257
102634,WINTER Road,100,-36.426359,145.204356
53467,WINTERS LANE,50,-37.98005,145.316449
53468,WINTERS LANE,40,-37.979259,145.314451
54359,WINTON ROAD,50,-37.873929,145.073492
65244,WINTON ROAD,40,-37.873162,145.07248
54361,WINTON ROAD,40,-37.872848,145.071795
20710,WINTON-GLENROWAN ROAD,80,-36.511346,146.085843
57611,WINTON-GLENROWAN ROAD,80,-36.515381,146.076248
57616,WINTON-GLENROWAN ROAD,100,-36.510081,146.088857
69177,WINTON-GLENROWAN ROAD,80,-36.514604,146.07809
68470,WINTON-GLENROWAN ROAD,50,-36.464231,146.21747
19261,WIRILDA CRESCENT,40,-38.190243,146.514897
18822,WIRRAWAY STREET,80,-38.206155,146.250479
18820,WIRRAWAY STREET,80,-38.197955,146.252203
18819,WIRRAWAY STREET,80,-38.196262,146.252552
18823,WIRRAWAY STREET,60,-38.192611,146.253291
18826,WIRRAWAY STREET,60,-38.191392,146.253535
18828,WIRRAWAY STREET,60,-38.187318,146.254377
18859,WIRRAWAY STREET,60,-38.180995,146.254376
18856,WIRRAWAY STREET,60,-38.180508,146.254368
18853,WIRRAWAY STREET,40,-38.179316,146.254352
10117,WIRRAWAY ROAD,50,-37.723418,144.897296
10116,WIRRAWAY ROAD,50,-37.72246,144.896675
55027,WIRRAWAY ROAD,50,-37.721634,144.896142
66087,WIRRAWAY ROAD,50,-37.72451,144.898039
15341,WIRRINYA AVENUE,60,-36.425946,146.237504
56823,WIRRINYA AVENUE,80,-36.426577,146.243102
27487,WISE STREET,60,-37.177728,143.251413
54232,WISEMAN STREET,50,-37.83686,145.042783
35979,WITCOMBE STREET,80,-38.245042,144.007791
35974,WITCOMBE STREET,80,-38.240432,144.00005
12603,WITHERS STREET,40,-37.845025,144.948676
11604,WITHERS WAY,40,-37.72393,145.140942
11579,WITHERS WAY,40,-37.723742,145.139307
19870,WITHERS LANE,80,-37.048792,146.072098
12605,WITHERS STREET,40,-37.844465,144.949192
15204,WITT STREET,60,-36.543881,145.99836
16454,WITT STREET,40,-36.009055,146.008723
16456,WITT STREET,50,-36.009054,146.010101
56791,WITT STREET,60,-36.537205,145.999746
56792,WITT STREET,60,-36.539917,145.999214
68492,WITT STREET,60,-36.532508,146.000772
68759,WITT STREET,50,-36.009051,146.003306
23983,WITTICK STREET,40,-37.655953,144.423423
23982,WITTICK STREET,50,-37.654767,144.424184
17567,WITTON STREET,40,-38.158848,145.92859
17569,WITTON STREET,40,-38.158296,145.928827
17573,WITTON STREET,40,-38.157905,145.930212
42679,WOLLASTON ROAD,60,-38.363501,142.494841
42680,WOLLASTON ROAD,60,-38.363208,142.49206
42682,WOLLASTON ROAD,60,-38.359623,142.488606
42684,WOLLASTON ROAD,60,-38.355625,142.486321
42686,WOLLASTON ROAD,80,-38.355056,142.483459
100802,WOLLASTON ,80,-38.352386,142.47934
100805,WOLLASTON ,80,-38.347328,142.469572
100806,WOLLASTON ,80,-38.347925,142.475835
100804,WOLLASTON ,80,-38.346903,142.465486
100803,WOLLASTON ,100,-38.346901,142.46546
38910,WOLSELEY GROVE,50,-38.101611,144.328435
38906,WOLSELEY GROVE,40,-38.101314,144.325894
45621,WOLSELEY ROAD,60,-36.375133,140.979295
45623,WOLSELEY ROAD,60,-36.375153,140.978318
13003,WOLVERTON DRIVE,40,-37.689666,144.892045
13001,WOLVERTON DRIVE,40,-37.687909,144.892433
12999,WOLVERTON DRIVE,40,-37.686967,144.891868
12997,WOLVERTON DRIVE,40,-37.686473,144.890316
55779,WONDALEA CRESCENT,40,-37.857226,145.217351
66990,WONDALEA CRESCENT,40,-37.857328,145.218025
55780,WONDALEA CRESCENT,50,-37.857863,145.215534
53005,WONDALGA AVENUE,40,-37.959069,145.218104
23645,WONGA GROVE,40,-36.214107,147.174274
55370,WONGA ROAD,40,-37.779606,145.249377
55371,WONGA ROAD,40,-37.778916,145.249501
55365,WONGA ROAD,60,-37.799283,145.235618
66517,WONGA ROAD,60,-37.795199,145.240448
66518,WONGA ROAD,60,-37.794015,145.24247
74093,WONGERER LANE,60,-37.604266,143.729891
67120,WONTHULONG DRIVE,50,-37.829509,145.302532
72771,WONWONDAH-TOOLONDO ROAD,100,-36.990746,141.943295
11868,WOOD STREET,50,-37.76821,144.862475
11866,WOOD STREET,40,-37.767972,144.860347
11865,WOOD STREET,40,-37.767825,144.859039
13379,WOOD STREET,50,-37.736327,145.030564
