SIGN ID,LOCATION DESCRIPTION,LIMIT,LATITUDE,LONGITUDE
26090,BRIDLINGTON AVENUE,40,-36.133406,144.726401
15499,BRIEN CRESCENT,50,-36.354096,146.303133
32377,BRIGGS STREET,50,-36.902509,142.65872
23750,BRIGGS GAP ROAD,80,-36.196996,147.891306
23751,BRIGGS GAP ROAD,100,-36.193622,147.887336
9934,BRIGHT AVENUE,40,-37.838707,144.859631
29377,BRIGHT STREET,50,-36.725369,144.273749
29375,BRIGHT STREET,50,-36.724813,144.275109
29374,BRIGHT STREET,60,-36.722564,144.278484
29378,BRIGHT STREET,40,-36.721856,144.263797
29380,BRIGHT STREET,40,-36.721412,144.262789
29383,BRIGHT STREET,50,-36.720612,144.260128
32786,BRIGHT STREET,50,-35.290946,143.452822
1005,BRIGHTON STREET,40,-37.830497,144.99869
1004,BRIGHTON STREET,40,-37.829905,144.998796
61708,BRINE STREET,40,-37.907309,145.077179
40884,BRINSMEAD LANE,80,-38.210057,144.483533
40882,BRINSMEAD LANE,80,-38.204286,144.484719
40880,BRINSMEAD LANE,80,-38.2011,144.485373
40877,BRINSMEAD LANE,80,-38.197976,144.486006
40726,BRIODY DRIVE,50,-38.318441,144.311275
18106,BRISBANE STREET,50,-38.343458,145.766258
63795,BRISBANE TERRACE,40,-37.990749,145.09286
15964,BRISTOL STREET,50,-35.999341,145.456689
11406,BRISTOW STREET,40,-37.806892,144.900001
37982,BRITANNIA STREET,40,-38.13472,144.34767
38214,BRITANNIA STREET,50,-38.134393,144.344973
37701,BRITTAIN STREET,80,-37.590969,143.863165
37703,BRITTAIN STREET,60,-37.585853,143.86101
36852,BRITTAIN STREET,60,-37.582308,143.86086
11126,BROAD GULLY ROAD,50,-37.669398,145.151708
11131,BROAD GULLY ROAD,50,-37.669189,145.159671
11134,BROAD GULLY ROAD,60,-37.664308,145.163601
6187,BROAD GULLY ROAD,60,-37.661903,145.162867
11159,BROAD GULLY ROAD,80,-37.659803,145.162651
24756,BROADFORD-WANDONG ROAD,100,-37.344465,145.030024
24503,BROADFORD-WANDONG ROAD,80,-37.22644,145.049321
24504,BROADFORD-WANDONG ROAD,80,-37.225292,145.049511
24505,BROADFORD-WANDONG ROAD,60,-37.216794,145.050886
24507,BROADFORD-WANDONG ROAD,60,-37.215846,145.051032
24508,BROADFORD-WANDONG ROAD,60,-37.213347,145.049311
24317,BROADFORD-WANDONG ROAD,60,-37.211093,145.047102
58260,BROADFORD-WANDONG ROAD,60,-37.352759,145.026692
58261,BROADFORD-WANDONG ROAD,80,-37.349729,145.027537
69777,BROADFORD-WANDONG ROAD,80,-37.346721,145.028887
7365,BROADMEADOWS ROAD,40,-37.704297,144.879325
7361,BROADMEADOWS ROAD,40,-37.703483,144.879471
7354,BROADMEADOWS ROAD,60,-37.700227,144.88006
7357,BROADMEADOWS ROAD,60,-37.699906,144.880119
63870,BROADOAK STREET,50,-37.974404,145.161912
1395,BROADWAY ,50,-37.881732,144.982685
65435,BROADWAY ,40,-37.825696,145.06478
53831,BROADWAY ,50,-38.371792,144.86189
14793,BROCK STREET,50,-36.752446,145.568345
14733,BROCK STREET,40,-36.752143,145.568975
37917,BROCKA AVENUE,50,-38.1735,144.328558
23313,BROCKLEY STREET,40,-36.12929,146.893326
23314,BROCKLEY STREET,40,-36.129213,146.892789
23316,BROCKLEY STREET,40,-36.12886,146.890286
23233,BROCKLEY STREET,40,-36.127694,146.88164
23234,BROCKLEY STREET,40,-36.127623,146.881139
23236,BROCKLEY STREET,50,-36.127106,146.877485
23239,BROCKLEY STREET,40,-36.12676,146.87504
23241,BROCKLEY STREET,40,-36.126618,146.874041
23242,BROCKLEY STREET,50,-36.126489,146.870762
39635,BRODERICK ROAD,60,-38.064153,144.380214
39636,BRODERICK ROAD,60,-38.063203,144.378958
39637,BRODERICK ,70,-38.061037,144.377935
39641,BRODERICK ,70,-38.052416,144.379595
52647,BRODERICK ROAD,40,-38.103695,145.178003
52648,BRODERICK ROAD,50,-38.103635,145.177519
62049,BRODERICK ROAD,40,-38.10377,145.180523
26045,BRODERICK COURT,40,-36.147278,144.753118
29940,BRODIE STREET,40,-37.187931,144.388
1254,BROMBY STREET,40,-37.835181,144.978461
1256,BROMBY STREET,40,-37.835058,144.977502
42656,BROMFIELD STREET,40,-38.374751,142.482356
42657,BROMFIELD STREET,50,-38.373169,142.48261
42659,BROMFIELD STREET,40,-38.37198,142.482796
42662,BROMFIELD STREET,60,-38.370194,142.483084
42664,BROMFIELD STREET,60,-38.366818,142.483617
20775,BROMFIELD DRIVE,80,-36.973515,146.225106
20777,BROMFIELD DRIVE,80,-36.965936,146.22385
20778,BROMFIELD DRIVE,80,-36.965008,146.223119
20772,BROMFIELD DRIVE,80,-36.976475,146.215282
15724,BROMLEY STREET,40,-36.057231,145.207976
57023,BROMLEY STREET,50,-36.057241,145.205033
15588,BRONMAR STREET,40,-36.347566,146.307008
54489,BRONTE AVENUE,40,-37.847538,145.121102
65395,BRONTE AVENUE,40,-37.84805,145.12556
65396,BRONTE AVENUE,40,-37.847867,145.123967
111338,Bronzewing ,50,-38.083512,145.449917
9810,BROOK DRIVE,50,-37.860031,144.818102
6854,BROOK STREET,40,-37.58087,144.731836
36047,BROOKE STREET,40,-38.236374,143.142731
36045,BROOKE STREET,50,-38.234184,143.143123
13886,BROOKE STREET,40,-37.776591,145.005043
13887,BROOKE STREET,50,-37.776515,145.004392
58099,BROOKE STREET,80,-36.12513,147.988741
9032,BROOKLYN ROAD,60,-37.702935,144.574547
9035,BROOKLYN ROAD,60,-37.702427,144.570334
9036,BROOKLYN ROAD,60,-37.701836,144.56544
9039,BROOKLYN ROAD,40,-37.701538,144.562979
9046,BROOKLYN ROAD,60,-37.700887,144.557586
9051,BROOKLYN ROAD,60,-37.700271,144.55249
9053,BROOKLYN ROAD,60,-37.699673,144.547436
44114,BROOM ROAD,60,-37.96178,144.137749
22890,BROOME STREET,40,-37.570776,149.15445
22888,BROOME STREET,40,-37.570528,149.152827
64465,BROOME AVENUE,40,-37.98043,145.084623
64466,BROOME AVENUE,40,-37.980567,145.085765
37404,BROPHY STREET,40,-37.555015,143.895692
37405,BROPHY STREET,40,-37.554674,143.895634
52563,BROSA AVENUE,40,-37.931015,145.049186
69300,BROSTER ROAD,100,-36.369153,146.378211
922,BROUGHAM STREET,10,-37.821591,144.999919
7869,BROUGHAM STREET,40,-37.793667,144.944878
37480,BROUGHAM STREET,50,-37.548864,143.859893
26832,BROUGHAM ROAD,60,-37.418079,144.589356
26834,BROUGHAM ROAD,60,-37.417568,144.585521
26830,BROUGHAM ROAD,60,-37.415767,144.590282
26829,BROUGHAM ROAD,60,-37.414593,144.590521
7867,BROUGHAM STREET,40,-37.793877,144.946746
38556,BROUGHTON DRIVE,40,-38.190537,144.325638
24254,BROUGHTON ROAD,100,-36.371338,141.2481
70819,BROUGHTON DRIVE,50,-38.190993,144.322873
11805,BROWN AVENUE,50,-37.781325,144.904951
61107,BROWN ROAD,80,-38.049653,145.432539
61108,BROWN ROAD,80,-38.048557,145.432776
61109,BROWN ROAD,80,-38.045687,145.433368
52117,BROWN ROAD,80,-38.043608,145.45853
61110,BROWN ROAD,80,-38.043092,145.435839
61112,BROWN ROAD,80,-38.041971,145.446198
61114,BROWN ROAD,80,-38.042835,145.452677
10222,BROWNHILL STREET,40,-37.698859,145.05491
10219,BROWNHILL STREET,40,-37.697686,145.055113
44378,BROWNING STREET,60,-38.340603,141.592361
44376,BROWNING STREET,60,-38.337904,141.592401
44375,BROWNING STREET,60,-38.3351,141.592444
25440,BROWNING AVENUE,100,-35.528401,143.946124
25181,BROWNING AVENUE,80,-35.528207,143.947969
25436,BROWNING AVENUE,50,-35.528049,143.949476
25180,BROWNING AVENUE,40,-35.52781,143.951754
25155,BROWNING AVENUE,50,-35.527723,143.952579
78719,BROWNING STREET,50,-38.328074,141.592569
78720,BROWNING STREET,50,-38.326725,141.592566
78722,BROWNING STREET,50,-38.330745,141.592575
40211,BROWNS ROAD,80,-37.655693,143.679828
40208,BROWNS ROAD,60,-37.652793,143.680498
40207,BROWNS ROAD,60,-37.649266,143.682077
87545,Browns Road,90,-38.396138,144.825802
51209,BROWNS ROAD,40,-38.147837,145.245463
53824,BROWNS ROAD,80,-38.3955,144.820211
64028,BROWNS ROAD,80,-38.149945,145.263337
64035,BROWNS ROAD,40,-38.147682,145.244151
64060,BROWNS ROAD,80,-38.153284,145.290278
64061,BROWNS ROAD,80,-38.152916,145.28732
64063,BROWNS ROAD,80,-38.152267,145.282113
64065,BROWNS ROAD,80,-38.151573,145.276541
64068,BROWNS ROAD,80,-38.150911,145.271233
64076,BROWNS ROAD,60,-38.154426,145.299295
64080,BROWNS ROAD,60,-38.156666,145.316967
64081,BROWNS ROAD,60,-38.156303,145.31395
64086,BROWNS ROAD,60,-38.155379,145.306593
64088,BROWNS ROAD,60,-38.154963,145.303366
88364,BROWNS ROAD,90,-38.394768,144.83652
88366,BROWNS ROAD,90,-38.395858,144.843043
88368,BROWNS ROAD,90,-38.396417,144.850282
88369,BROWNS ROAD,90,-38.396303,144.854981
88370,BROWNS ROAD,90,-38.395958,144.85658
88488,BROWNS ROAD,90,-38.397792,144.935496
88491,BROWNS ROAD,90,-38.399716,144.945119
52384,BROWNS ROAD,60,-37.944224,145.188223
61676,BROWNS ROAD,60,-37.937507,145.18948
61678,BROWNS ROAD,40,-37.940096,145.188993
61679,BROWNS ROAD,40,-37.940828,145.188855
52386,BROWNS ROAD,60,-37.950957,145.183488
88362,BROWNS ROAD,90,-38.395322,144.830063
88492,BROWNS ROAD,90,-38.401548,144.951704
112347,BROWNS ,60,-38.146109,145.230788
112349,BROWNS ,60,-38.146527,145.234347
112353,BROWNS ,60,-38.147472,145.242368
112354,BROWNS ,60,-38.147582,145.243299
112352,BROWNS ,60,-38.147188,145.239969
8016,BRUCE STREET,40,-37.746646,144.947709
32490,BRUCE STREET,40,-35.731899,142.36108
51076,BRUCE ROAD,50,-38.304561,144.995501
64270,BRUCE ROAD,80,-38.297863,145.031202
51077,BRUCE ROAD,50,-38.304715,144.996111
53754,BRUCE ROAD,50,-38.304671,144.998918
53755,BRUCE ROAD,50,-38.304493,145.002848
53757,BRUCE ROAD,60,-38.302858,145.015422
64267,BRUCE ROAD,60,-38.302266,145.010417
64268,BRUCE ROAD,80,-38.30352,145.02102
64269,BRUCE ROAD,100,-38.303877,145.024284
10823,BRUFORD STREET,40,-37.674743,145.161849
18404,BRUMLEY STREET,40,-38.477351,145.953722
44051,BRUNEL STREET,80,-37.961148,144.134252
11078,BRUNEL STREET,50,-37.828275,144.867533
28821,BRUNEL STREET,40,-36.661928,144.335627
28820,BRUNEL STREET,40,-36.661331,144.336339
62067,BRUNEL ROAD,60,-38.101396,145.151035
52662,BRUNEL ROAD,60,-38.104132,145.140625
62070,BRUNEL ROAD,40,-38.105239,145.140348
62071,BRUNEL ROAD,40,-38.105799,145.14028
52661,BRUNEL ROAD,60,-38.101487,145.142151
62077,BRUNEL ROAD,60,-38.108171,145.140566
62609,BRUNET STREET,40,-37.969271,145.212299
62120,BRUNNINGS ROAD,40,-38.095579,145.197768
62122,BRUNNINGS ROAD,50,-38.094989,145.192971
62124,BRUNNINGS ROAD,40,-38.094571,145.189577
6112,BRUNSWICK STREET,40,-37.805589,144.977234
6113,BRUNSWICK STREET,40,-37.802937,144.977671
6114,BRUNSWICK STREET,40,-37.801523,144.977916
6116,BRUNSWICK STREET,40,-37.798189,144.978492
6117,BRUNSWICK STREET,40,-37.797241,144.978653
6118,BRUNSWICK STREET,40,-37.796561,144.978767
6119,BRUNSWICK STREET,40,-37.795639,144.978922
6120,BRUNSWICK STREET,40,-37.794559,144.979104
7700,BRUNSWICK STREET,40,-37.78656,144.980813
7703,BRUNSWICK STREET,40,-37.779701,144.982008
90120,BRUNSWICK STREET,40,-37.807535,144.976913
52293,BRUNT ROAD,60,-38.062561,145.388049
61506,BRUNT STREET,50,-38.106799,145.283355
10663,BRUSH ROAD,50,-37.637682,145.029541
66347,BRUSHY PARK ROAD,70,-37.747085,145.283913
66345,BRUSHY PARK ROAD,70,-37.751875,145.289219
66346,BRUSHY PARK ROAD,70,-37.750089,145.287097
42487,BRYAN OLYNN ROAD,80,-38.277494,142.616426
42489,BRYAN OLYNN ROAD,100,-38.274995,142.614824
42354,BRYAN OLYNN ROAD,60,-38.280695,142.618486
52527,BRYANTS ROAD,50,-37.998898,145.213498
61872,BRYANTS ROAD,50,-37.996008,145.214043
55418,BRYSON GROVE,50,-37.76587,145.118979
65136,BRYSON STREET,40,-37.830703,145.080751
65137,BRYSON STREET,50,-37.82837,145.081166
55376,BRYSONS ROAD,60,-37.757476,145.254178
66528,BRYSONS ROAD,60,-37.765998,145.249888
66527,BRYSONS ROAD,60,-37.771965,145.249281
55377,BRYSONS ROAD,60,-37.752531,145.260981
59921,BUANGOR ROAD,100,-37.366893,143.169513
23803,BUANGOR-BEN NEVIS ROAD,80,-37.263534,143.148441
27500,BUANGOR-BEN NEVIS ROAD,80,-37.262392,143.148107
23804,BUANGOR-BEN NEVIS ROAD,100,-37.259355,143.14351
40991,BUCCLEUGH STREET,60,-38.181899,144.577896
40992,BUCCLEUGH STREET,60,-38.181638,144.575712
40995,BUCCLEUGH STREET,60,-38.181142,144.571805
53075,BUCHAN STREET,40,-37.937155,145.053526
56606,BUCHANAN AVENUE,50,-37.795788,145.07746
68321,BUCHANAN AVENUE,40,-37.799337,145.076782
68322,BUCHANAN AVENUE,40,-37.797414,145.077149
68323,BUCHANAN AVENUE,40,-37.796803,145.077266
52283,BUCHANAN ROAD,50,-38.024175,145.356976
16355,BUCHANANS ROAD,50,-36.024807,146.067087
22720,BUCHAN-ORBOST ROAD,60,-37.499185,148.183736
22716,BUCHAN-ORBOST ROAD,40,-37.498036,148.182172
22717,BUCHAN-ORBOST ROAD,40,-37.498052,148.182867
22713,BUCHAN-ORBOST ROAD,60,-37.49726,148.178806
22710,BUCHAN-ORBOST ROAD,60,-37.496278,148.175865
22709,BUCHAN-ORBOST ROAD,60,-37.495198,148.174371
22712,BUCHAN-ORBOST ROAD,60,-37.497052,148.178078
6104,BUCKHURST STREET,50,-37.831092,144.950211
6110,BUCKHURST STREET,40,-37.830875,144.950566
39670,BUCKINGHAM STREET,50,-38.02655,144.394961
1203,BUCKINGHAM STREET,40,-37.814549,145.008616
1201,BUCKINGHAM STREET,40,-37.814479,145.007954
1193,BUCKINGHAM STREET,40,-37.81444,145.00759
60744,BUCKINGHAM AVENUE,50,-37.952043,145.150978
60764,BUCKINGHAM AVENUE,40,-37.954033,145.150589
62615,BUCKINGHAM DRIVE,50,-37.933928,145.241474
62616,BUCKINGHAM DRIVE,40,-37.93427,145.244289
30438,BUCKLAND STREET,40,-37.354412,144.531903
30442,BUCKLAND STREET,50,-37.353094,144.534217
55152,BUCKLAND STREET,50,-37.782481,144.934036
57673,BUCKLAND VALLEY ROAD,60,-36.701531,146.906728
20221,BUCKLEY STREET,40,-38.557407,146.676912
20219,BUCKLEY STREET,50,-38.557073,146.674443
11886,BUCKLEY STREET,50,-37.750756,144.861236
53652,BUCKLEY STREET,50,-37.983735,145.173421
63957,BUCKLEY STREET,50,-37.977215,145.172399
63959,BUCKLEY STREET,50,-37.978179,145.172212
63963,BUCKLEY STREET,40,-37.97941,145.171797
63965,BUCKLEY STREET,40,-37.980371,145.171793
63973,BUCKLEY STREET,40,-37.973451,145.17313
63974,BUCKLEY STREET,40,-37.972698,145.173277
63976,BUCKLEY STREET,40,-37.970587,145.173687
63978,BUCKLEY STREET,50,-37.968443,145.174104
63979,BUCKLEY STREET,40,-37.966256,145.17453
63967,BUCKLEY STREET,40,-37.981425,145.172354
63961,BUCKLEY STREET,40,-37.978886,145.172005
28839,BUCKLEYS LANE,50,-36.676153,144.321402
22977,BUCKNALL STREET,40,-37.559969,149.755117
45611,BUDJIK STREET,40,-36.382604,141.246772
57729,BUFFALO RIVER ROAD,40,-36.793553,146.666272
57731,BUFFALO RIVER ROAD,40,-36.797912,146.664533
57726,BUFFALO RIVER ROAD,40,-36.713372,146.658335
69258,BUFFALO RIVER ROAD,80,-36.714374,146.656537
20168,BUFFALO-STONY CREEK ROAD,100,-38.653066,146.03685
95949,BUFTONS LANE,80,-37.052568,143.913499
95950,BUFTONS LANE,80,-37.053233,143.913368
35997,BUHRMANNS ROAD,80,-38.249783,144.000609
8682,BULBAN ROAD,100,-37.926026,144.590466
8681,BULBAN ROAD,100,-37.913842,144.622721
8678,BULBAN ROAD,80,-37.912397,144.626447
8674,BULBAN ROAD,80,-37.906917,144.640568
8673,BULBAN ROAD,80,-37.904818,144.645979
8670,BULBAN ROAD,80,-37.903371,144.650163
65100,BULEY STREET,40,-37.842791,145.045672
24047,BULGANA ROAD,80,-37.064001,142.804564
24048,BULGANA ROAD,80,-37.063902,142.805613
74972,BULIMBA DRIVE,40,-37.586672,145.126441
74970,BULIMBA DRIVE,40,-37.586189,145.12622
29652,BULL STREET,40,-37.058832,144.220296
29521,BULL STREET,40,-37.058603,144.218374
29610,BULL STREET,50,-37.058513,144.217623
40262,BULL INN COURT,100,-37.610853,143.716079
59473,BULL INN COURT,60,-37.611161,143.720751
30643,BULL MALLEE ROAD,60,-37.640158,144.509226
6848,BULLA-DIGGERS REST ROAD,80,-37.633695,144.735077
88337,BULLA-DIGGERS REST ROAD,80,-37.630638,144.792872
42274,BULLEN MERRI ROAD,50,-38.263522,143.094911
20701,BULLOCKS LANE,100,-36.619197,146.236409
6682,BULMANS ROAD,60,-37.684911,144.549649
6684,BULMANS ROAD,40,-37.680123,144.550566
6686,BULMANS ROAD,40,-37.679682,144.55065
6689,BULMANS ROAD,40,-37.677089,144.551162
6693,BULMANS ROAD,60,-37.674821,144.551599
6697,BULMANS ROAD,60,-37.673239,144.551909
6698,BULMANS ROAD,60,-37.671452,144.552256
83064,BULMANS ROAD,60,-37.686039,144.549431
17952,BULN BULN ROAD,100,-38.130659,145.883294
57355,BULN BULN ROAD,80,-38.136351,145.867696
57359,BULN BULN ROAD,80,-38.135256,145.870862
68993,BULN BULN ROAD,80,-38.132136,145.874279
68994,BULN BULN ROAD,60,-38.138321,145.863049
52685,BUNA AVENUE,50,-38.123881,145.131243
52687,BUNA AVENUE,40,-38.124095,145.133494
32383,BUNBURY STREET,60,-36.910065,142.663486
32384,BUNBURY STREET,60,-36.909956,142.662498
44686,BUNBURY STREET,60,-37.524216,142.039485
61562,BUNDEERA ROAD,40,-37.895196,145.031526
61564,BUNDEERA ROAD,50,-37.894732,145.027792
53894,BUNDORA PARADE,50,-37.978794,145.093762
64469,BUNDORA PARADE,50,-37.980043,145.093527
9101,BUNDY DRIVE,60,-37.705093,144.594877
55193,BUNGAY STREET,40,-37.705283,145.081118
66242,BUNGAY STREET,40,-37.705016,145.078672
66244,BUNGAY STREET,40,-37.705399,145.082187
53990,BUNGOWER ROAD,80,-38.238546,145.184499
53993,BUNGOWER ROAD,80,-38.230472,145.091756
53994,BUNGOWER ROAD,80,-38.229229,145.0874
53995,BUNGOWER ROAD,80,-38.228147,145.083617
53996,BUNGOWER ROAD,80,-38.226141,145.07667
64560,BUNGOWER ROAD,80,-38.23511,145.149921
64561,BUNGOWER ROAD,80,-38.233871,145.141697
64563,BUNGOWER ROAD,80,-38.232579,145.131875
64567,BUNGOWER ROAD,80,-38.232976,145.107879
64568,BUNGOWER ROAD,80,-38.232137,145.102257
64573,BUNGOWER ROAD,80,-38.224762,145.071896
64575,BUNGOWER ROAD,80,-38.222231,145.062854
37614,BUNINYONG-MOUNT MERCER ROAD,70,-37.664105,143.880835
37612,BUNINYONG-MOUNT MERCER ,70,-37.665364,143.880658
51784,BUNJIL WAY,40,-37.894859,145.256697
51785,BUNJIL WAY,40,-37.89671,145.25691
60701,BUNJIL WAY,40,-37.902153,145.260365
60810,BUNNEY ROAD,50,-37.934338,145.105612
60811,BUNNEY ROAD,40,-37.934635,145.107992
10022,BUNTING COURT,60,-37.840498,144.84635
10021,BUNTING COURT,50,-37.840271,144.844204
10016,BUNTING COURT,50,-37.840104,144.84201
72888,BUNTING ROAD,50,-37.811764,144.846752
88656,BUNTINGS HILL ROAD,50,-36.97288,145.503527
55590,BUNYIP-MODELLA ROAD,60,-38.10379,145.715478
52981,BURCHALL CRESCENT,40,-37.9206,145.267078
62640,BURCHALL CRESCENT,40,-37.919912,145.266131
56419,BURCOTE STREET,50,-37.804791,145.158762
38528,BURDEKIN ROAD,50,-38.185173,144.315693
38530,BURDEKIN ROAD,40,-38.18509,144.314531
38536,BURDEKIN ROAD,50,-38.184278,144.312074
38538,BURDEKIN ROAD,40,-38.184152,144.310976
67125,BURDEKIN AVENUE,50,-37.826375,145.303142
39298,BURDOO DRIVE,40,-38.209402,144.330022
39296,BURDOO DRIVE,50,-38.207713,144.330327
39294,BURDOO DRIVE,60,-38.207234,144.330413
39292,BURDOO DRIVE,60,-38.204548,144.3309
39281,BURDOO DRIVE,60,-38.201576,144.331438
39289,BURDOO DRIVE,60,-38.198578,144.332742
1006,BURGESS STREET,40,-37.830127,145.000222
54257,BURGESS STREET,40,-37.839825,145.045711
65104,BURGESS STREET,40,-37.839401,145.042143
67059,BURGI HILL ROAD,60,-37.775026,145.443873
92256,BURGOINE ROAD,100,-36.335564,144.710647
92255,BURGOINE ROAD,80,-36.336429,144.713334
30017,BURGOYNE STREET,80,-37.156511,144.208438
28739,BURGOYNE STREET,60,-36.665786,144.330415
25380,BURGOYNE STREET,40,-35.724651,143.919497
25381,BURGOYNE STREET,40,-35.724639,143.918644
25387,BURGOYNE STREET,40,-35.724604,143.914263
25385,BURGOYNE STREET,40,-35.724602,143.915725
25389,BURGOYNE STREET,40,-35.724607,143.912852
25383,BURGOYNE STREET,40,-35.724602,143.917079
17742,BURKE STREET,60,-38.166795,145.928146
17739,BURKE STREET,40,-38.166025,145.926706
17738,BURKE STREET,40,-38.165361,145.925828
17735,BURKE STREET,60,-38.162644,145.923498
17733,BURKE STREET,60,-38.161377,145.922409
17750,BURKE STREET,60,-38.158906,145.917936
17752,BURKE STREET,40,-38.158696,145.916227
17754,BURKE STREET,40,-38.158486,145.914665
23902,BURKE STREET,50,-37.428076,143.371915
43690,BURKE ROAD,50,-37.295223,142.934618
34420,BURKE STREET,50,-36.979096,143.971002
56971,BURKE STREET,50,-36.371254,146.317188
92348,BURKE STREET,60,-37.778987,144.849504
92349,BURKE STREET,40,-37.778689,144.84956
92350,BURKE STREET,40,-37.777071,144.849869
92351,BURKE STREET,60,-37.774577,144.850344
57252,BURKE STREET,60,-38.168497,145.931322
15498,BURKE STREET,40,-36.373492,146.316475
68817,BURKES ROAD,100,-36.642259,145.286252
11086,BURLEIGH STREET,50,-37.836116,144.893595
16433,BURLEY ROAD,60,-36.015058,145.996726
57111,BURLEY ROAD,60,-36.019735,145.995534
67558,BURLEY STREET,40,-37.808706,145.345155
64449,BURLINGTON STREET,50,-37.903468,145.103787
23896,BURN STREET,70,-37.275809,142.956659
36528,BURNBANK STREET,60,-37.549347,143.847271
12988,BURNLEIGH DRIVE,40,-37.694163,144.89028
12989,BURNLEIGH DRIVE,40,-37.693927,144.891224
8897,BURNLEY STREET,40,-37.851574,144.777302
40445,BURNS STREET,50,-38.045693,144.169963
9753,BURNS ROAD,70,-37.850996,144.789568
9752,BURNS ROAD,70,-37.845627,144.790623
27849,BURNS STREET,50,-37.052741,143.736636
27848,BURNS STREET,40,-37.051598,143.738385
27846,BURNS STREET,50,-37.043785,143.745516
27843,BURNS STREET,60,-37.033797,143.746175
30187,BURNS STREET,60,-36.798873,144.277756
30224,BURNS STREET,60,-36.795687,144.283467
26185,BURNS STREET,40,-36.267742,144.537703
60838,BURNS AVENUE,50,-37.939375,145.134011
70937,BURNS STREET,40,-38.047298,144.168468
40531,BURNSIDE ROAD,80,-38.064652,144.180069
40529,BURNSIDE ROAD,60,-38.062011,144.180576
40527,BURNSIDE ROAD,60,-38.059344,144.181089
40456,BURNSIDE ROAD,60,-38.056662,144.181612
40455,BURNSIDE ROAD,60,-38.052388,144.178536
40452,BURNSIDE ROAD,60,-38.051588,144.172297
40451,BURNSIDE ROAD,60,-38.051075,144.168218
6359,BURNSIDE STREET,40,-37.769534,144.772489
27609,BURNSIDE ROAD,60,-36.627164,143.257099
27608,BURNSIDE ROAD,50,-36.62317,143.257423
68053,BURNT STREET,50,-37.817375,145.175731
78795,BURNT STORE ROAD,100,-38.20276,145.863043
78798,BURNT STORE ROAD,80,-38.203283,145.868195
78799,BURNT STORE ROAD,80,-38.203563,145.87122
78800,BURNT STORE ROAD,80,-38.203669,145.872362
17999,BURNT STORE ROAD,100,-38.204287,145.878792
18002,BURNT STORE ROAD,40,-38.20456,145.881035
55583,BURR ROAD,40,-37.787718,145.523274
42922,BURRELLS FLAT ROAD,100,-38.295164,142.403836
32838,BURROWS STREET,40,-34.197001,142.14907
9814,BURT STREET,50,-37.862364,144.819079
6652,BURTONS ROAD,50,-37.606441,144.592803
100240,BURTONS ROAD,50,-37.606705,144.591507
65413,BURWOOD ROAD,50,-37.82522,145.056858
65414,BURWOOD ROAD,50,-37.824813,145.053534
60623,BURWOOD HIGHWAY,50,-37.878618,145.264361
60624,BURWOOD HIGHWAY,50,-37.87887,145.265139
60628,BURWOOD HIGHWAY,50,-37.877993,145.262103
65015,BURWOOD HIGHWAY,50,-37.893583,145.308552
67879,BURWOOD HIGHWAY,50,-37.857394,145.187523
14791,BURY STREET,50,-36.754184,145.569791
14730,BURY STREET,40,-36.75394,145.570304
68024,BUSANA WAY,50,-37.807635,145.17107
11940,BUSCH STREET,50,-37.768292,144.834696
13176,BUSHFIELD CRESCENT,40,-37.662102,144.931168
13177,BUSHFIELD CRESCENT,40,-37.661933,144.932223
26004,BUTCHER STREET,60,-36.133318,144.736822
26000,BUTCHER STREET,40,-36.133341,144.733437
26002,BUTCHER STREET,40,-36.133335,144.734232
7077,BUTLER STREET,50,-37.739196,144.785707
54414,BUTLER STREET,40,-37.83304,145.059088
62510,BUTLER STREET,50,-37.920727,144.996855
17723,BUTLERS TRACK,70,-38.171558,145.918893
9067,BUTLERS ROAD,60,-37.754517,144.588963
44267,BYADUK-PENSHURST ROAD,80,-37.952621,141.961617
44268,BYADUK-PENSHURST ROAD,80,-37.95241,141.959565
83222,BYASS STREET,60,-36.379803,145.415413
27488,BYERLY STREET,50,-37.178587,143.250591
27490,BYERLY STREET,40,-37.17825,143.250107
27491,BYERLY STREET,50,-37.177557,143.249087
27145,BYRNE STREET,50,-36.373371,142.983509
32471,BYRNE STREET,40,-35.769715,142.052933
32472,BYRNE STREET,80,-35.766787,142.055287
54094,BYRNES ROAD,60,-38.423765,145.046075
54095,BYRNES ROAD,60,-38.425612,145.047275
64756,BYRNES ROAD,60,-38.4296,145.042002
1394,BYRON STREET,40,-37.878722,144.98608
810,BYRON STREET,40,-37.825459,144.99448
65134,BYRON STREET,40,-37.832001,145.073963
66293,BYRON STREET,50,-37.799159,145.23626
55646,BYWAYS DRIVE,40,-37.816783,145.257022
62594,CADBY STREET,50,-37.908109,144.991873
39825,CADDYS ROAD,50,-38.014516,144.409861
39826,CADDYS ROAD,50,-38.011985,144.410111
62127,CADLES ROAD,50,-38.091953,145.187413
62130,CADLES ROAD,50,-38.089468,145.187952
62126,CADLES ROAD,40,-38.094153,145.187845
52694,CADLES ROAD,40,-38.095993,145.18665
68298,CADOW STREET,40,-37.795933,145.051298
32789,CAFFREY STREET,50,-35.289433,143.45286
9045,CAHILL DRIVE,50,-37.700831,144.558638
76853,CAHILL STREET,60,-38.026884,145.201298
16490,CAHILLS ROAD,80,-36.026017,146.028077
16421,CAHILLS ROAD,60,-36.026079,146.014235
